epoch,global_step,train_loss,step1_loss,last_step_loss,lr,epoch_time_sec,peak_reserved_gib,val_mean_free_mm,val_final_free_mean_mm,val_max_free_mm,best_val_metric,trainable_parameters,data_fingerprint
1,5370,0.4905353174761659,0.31445591255772715,0.8426940884999584,2e-05,1620.6705402471125,18.30859375,,,,inf,1438093,dded84cde3e888c8441d8bec
2,10740,0.3094764829860407,0.2176776373478388,0.4930741505545618,2e-05,1745.2409883774817,18.30859375,,,,inf,1438093,dded84cde3e888c8441d8bec
3,16110,0.2903776977244189,0.20617923739351493,0.4587745907966193,2e-05,1662.8349147960544,18.30859375,,,,inf,1438093,dded84cde3e888c8441d8bec
4,21480,0.27928531280965013,0.1996585598890106,0.4385387982194983,2e-05,1614.4494120515883,18.30859375,,,,inf,1438093,dded84cde3e888c8441d8bec
5,26850,0.27204024175956354,0.1953358836971081,0.4254489376438605,2e-05,1671.9208652302623,18.30859375,0.06656624401609103,0.12106733272473018,2.102348804473877,0.06656624401609103,1438093,dded84cde3e888c8441d8bec
6,32220,0.2667764481918425,0.1918385810321509,0.4166521565685156,2e-05,1654.817789349705,18.30859375,,,,0.06656624401609103,1438093,dded84cde3e888c8441d8bec
7,37590,0.2629249196404633,0.1897345934101351,0.4093055488272905,2e-05,1704.9962501339614,18.30859375,,,,0.06656624401609103,1438093,dded84cde3e888c8441d8bec
8,42960,0.25840785078035783,0.18670210970419995,0.4018193042238314,2e-05,1606.0817394517362,18.30859375,,,,0.06656624401609103,1438093,dded84cde3e888c8441d8bec
9,48330,0.2538308840467433,0.1843129793470344,0.39286666490324884,2e-05,1726.8550804406404,18.30859375,,,,0.06656624401609103,1438093,dded84cde3e888c8441d8bec
10,53700,0.2526494741115504,0.18321626163222193,0.3915158711302699,2e-05,1673.5778753459454,18.30859375,0.06143947566548983,0.09789191856980324,1.9942841529846191,0.06143947566548983,1438093,dded84cde3e888c8441d8bec
11,59070,0.2488286626919778,0.18069765181471445,0.3850906604276606,2e-05,1658.4400510936975,18.30859375,,,,0.06143947566548983,1438093,dded84cde3e888c8441d8bec
12,64440,0.24784983699990426,0.17990173762746578,0.3837460140707197,2e-05,1695.3908583261073,18.30859375,,,,0.06143947566548983,1438093,dded84cde3e888c8441d8bec
13,69810,0.2453840594420043,0.17867853701647088,0.3787950861990084,2e-05,1689.1916757673025,18.30859375,,,,0.06143947566548983,1438093,dded84cde3e888c8441d8bec
