epoch,global_step,train_loss,step1_loss,last_step_loss,lr,epoch_time_sec,peak_reserved_gib,val_mean_free_mm,val_final_free_mean_mm,val_max_free_mm,best_val_metric,trainable_parameters,data_fingerprint
1,5370,0.5029746918019872,0.32035753177106036,0.8682089707240102,2e-05,1593.9663893664256,18.306640625,,,,inf,1437709,dded84cde3e888c8441d8bec
2,10740,0.3246462508651048,0.22507288200309017,0.5237929614677026,2e-05,1714.2728534825146,18.306640625,,,,inf,1437709,dded84cde3e888c8441d8bec
3,16110,0.30487071310822095,0.21331789392129877,0.48797632322284207,2e-05,1631.0948616191745,18.306640625,,,,inf,1437709,dded84cde3e888c8441d8bec
4,21480,0.29292480390799863,0.2065703386697984,0.4656337086642872,2e-05,1581.7648372119293,18.306640625,,,,inf,1437709,dded84cde3e888c8441d8bec
5,26850,0.28427883121453823,0.20146367185865313,0.44990912779699144,2e-05,1638.5515471063554,18.306640625,0.0844250480333964,0.164970234533151,3.3550076484680176,0.0844250480333964,1437709,dded84cde3e888c8441d8bec
6,32220,0.27768613422854005,0.1974601484223805,0.43813808500364393,2e-05,1625.493445920758,18.306640625,,,,0.0844250480333964,1437709,dded84cde3e888c8441d8bec
7,37590,0.27264651309957233,0.19469341947393598,0.42855268014539416,2e-05,1669.0151075581089,18.306640625,,,,0.0844250480333964,1437709,dded84cde3e888c8441d8bec
8,42960,0.26715858707376156,0.19133827039036289,0.41879919177108554,2e-05,1578.0230811089277,18.306640625,,,,0.0844250480333964,1437709,dded84cde3e888c8441d8bec
9,48330,0.26229020032183625,0.18868583420445897,0.4094989088316252,2e-05,1693.6915954379365,18.306640625,,,,0.0844250480333964,1437709,dded84cde3e888c8441d8bec
10,53700,0.2606344997962188,0.18749306182939823,0.40691735126933143,2e-05,1648.910875679925,18.306640625,0.07048249319195747,0.1483776514728864,3.443117380142212,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
11,59070,0.2571807226885866,0.185195863736339,0.40115041750044433,2e-05,1634.602433849126,18.306640625,,,,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
12,64440,0.2546340897902621,0.18310224850570134,0.3976977474805405,2e-05,1671.5199158964679,18.306640625,,,,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
13,69810,0.2523114663628112,0.18160639223083333,0.39372159035137577,2e-05,1665.581759721972,18.306640625,,,,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
14,75180,0.25029694993786855,0.1802075087356865,0.3904758122380219,2e-05,1660.9058745671064,18.306640625,,,,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
15,80550,0.24780754196098564,0.1785558249014456,0.3863109537732425,2e-05,1702.2015075543895,18.306640625,0.13528929154078165,0.30681942105293275,4.2546539306640625,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
16,85920,0.24451212458034155,0.17641750943172355,0.38070133315946464,2e-05,1653.6405339501798,18.326171875,,,,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
17,91290,0.2450613933361744,0.17663438885353047,0.38191537847803136,2e-05,1654.153117847629,18.326171875,,,,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
18,96660,0.2425270125729481,0.17520533767398758,0.3771703446638169,2e-05,1696.779700553976,18.326171875,,,,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
19,102030,0.2412067303694594,0.1747118423522053,0.3741964918799313,2e-05,1690.6916829701513,18.326171875,,,,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
20,107400,0.2386630080799005,0.17197517875696444,0.37203864770043066,2e-05,1672.634083072655,18.326171875,0.13295342326164244,0.307754988471667,4.391880512237549,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
21,112770,0.2345383983121897,0.16971126580259674,0.36419264444087596,2e-05,1718.0291986102238,18.326171875,,,,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
22,118140,0.23115965523254092,0.16727583956439915,0.3589272702364702,2e-05,1658.9819073081017,18.326171875,,,,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
23,123510,0.23179932059763517,0.16731998129154677,0.3607579803948847,2e-05,1722.3545356262475,18.326171875,,,,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
24,128880,0.230191561478811,0.16660941565197718,0.3573558333173335,2e-05,1543.0016012517735,18.326171875,,,,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
25,134250,0.22756069308299454,0.16474324612305075,0.35319556812755765,2e-05,1679.533970325254,18.326171875,0.13154504199822745,0.23676168024539948,4.011803150177002,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
26,139620,0.22348046927193432,0.16207490644831335,0.346291581206015,2e-05,1640.2873992845416,18.326171875,,,,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
27,144990,0.2240027876823596,0.16213215925319735,0.3477440260792952,2e-05,1645.6264749839902,18.326171875,,,,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
28,150360,0.22268800931849153,0.1612826149260757,0.34549877685082825,2e-05,1654.4877624623477,18.326171875,,,,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
29,155730,0.21872326699783592,0.1583789748510821,0.33941183401968894,2e-05,1655.4704481903464,18.326171875,,,,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
30,161100,0.22128560306969164,0.16146201250126874,0.3409327650065508,2e-05,1633.041023509577,18.326171875,0.10588055898745855,0.2706067810455958,3.9686532020568848,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
31,166470,0.21872742799283273,0.15873699256893614,0.33870827901034894,2e-05,1700.9769577207044,18.326171875,,,,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
32,171840,0.21373105847772758,0.1552377604674357,0.330717639877891,2e-05,1656.0876174718142,18.326171875,,,,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
33,177210,0.21443137807825327,0.155969495133946,0.3313551234791152,2e-05,1582.7151121301576,18.326171875,,,,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
34,182580,0.21316461598685313,0.1546532128995208,0.33018740502696003,2e-05,1672.0070905750617,18.326171875,,,,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
35,187950,0.21244897790152573,0.15508657860850614,0.32717376220264616,2e-05,1616.4591898638755,18.326171875,0.13960273812214533,0.2784830947717031,3.2788801193237305,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
36,193320,0.20817486330215582,0.15123427942108184,0.322056013011214,2e-05,1635.0001846384257,18.326171875,,,,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
37,198690,0.2118187522147548,0.1541481439901769,0.3271599555331728,2e-05,1653.2173492209986,18.326171875,,,,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
38,204060,0.2129703789092236,0.15473147245632135,0.3294481752613764,2e-05,1681.7704992331564,18.326171875,,,,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
39,209430,0.2104187093032576,0.15344203471681328,0.3243720398703763,2e-05,1654.530593241565,18.326171875,,,,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
40,214800,0.20524508919422924,0.14999151810417488,0.31575221368736023,2e-05,1633.50514151901,18.326171875,0.167182561258475,0.36766650279362995,4.08899450302124,0.07048249319195747,1437709,dded84cde3e888c8441d8bec
