status,eval_sample_id,source_sample_id,mesh_size_mm,suite_label,cache_file,D_outer,t_over_D,R_over_D,D_outer_design_norm,t_over_D_design_norm,R_over_D_design_norm,sample_id,mean_free_mm,final_free_mean_mm,p95_free_mm,p99_free_mm,max_free_mm,nan_count,num_steps
OK,183,4,0.8,fine,external_sample_0183.pt,6.800000190734863,0.13676470518112183,3.1470587253570557,-0.8857142584664481,0.9352941036224363,0.1674207540658803,183,0.10022708028554916,0.19083815813064575,0.28739118576049805,0.3922005295753479,0.8324050307273865,0,180
OK,4,4,1.0,baseline,sample_0004.pt,6.800000190734863,0.13675999641418457,3.147059917449951,-0.8857142584664481,0.9351999282836911,0.16742148766150833,4,0.03725637495517731,0.05332640931010246,0.07970269024372101,0.10430087149143219,0.35226139426231384,0,180
OK,184,4,1.25,coarse,external_sample_0184.pt,6.800000190734863,0.13676470518112183,3.1470587253570557,-0.8857142584664481,0.9352941036224363,0.1674207540658803,184,0.0997137799859047,0.16352468729019165,0.2288583368062973,0.28487831354141235,0.5525355935096741,0,180
OK,185,3,0.8,fine,external_sample_0185.pt,13.399999618530273,0.07537312805652618,3.544776201248169,0.057142802647181856,-0.29253743886947636,0.41216996999887323,185,0.12355908751487732,0.2216980755329132,0.3126276433467865,0.5098966956138611,1.208869457244873,0,180
OK,3,3,1.0,baseline,sample_0003.pt,13.399999618530273,0.07536999881267548,3.5447800159454346,0.057142802647181856,-0.2926000237464905,0.4121723175048828,3,0.03055315650999546,0.059149399399757385,0.07960812747478485,0.1103825643658638,0.4659271240234375,0,180
OK,186,3,1.25,coarse,external_sample_0186.pt,13.399999618530273,0.07537312805652618,3.544776201248169,0.057142802647181856,-0.29253743886947636,0.41216996999887323,186,0.13538961112499237,0.25100159645080566,0.35934218764305115,0.5099987983703613,0.818257749080658,0,180
OK,174,139,0.8,fine,external_sample_0174.pt,12.899999618530273,0.0643400028347969,3.418600082397461,-0.01428576878138954,-0.5131999433040619,0.33452312762920666,174,0.1200752705335617,0.22345726191997528,0.3120593726634979,0.608521044254303,0.9663469791412354,0,180
OK,139,139,1.0,baseline,sample_0139.pt,12.899999618530273,0.0643400028347969,3.418600082397461,-0.01428576878138954,-0.5131999433040619,0.33452312762920666,139,0.026534181088209152,0.05598786100745201,0.07546523958444595,0.11089251190423965,0.5393399000167847,0,180
OK,175,139,1.25,coarse,external_sample_0175.pt,12.899999618530273,0.0643400028347969,3.418600082397461,-0.01428576878138954,-0.5131999433040619,0.33452312762920666,175,0.1260237991809845,0.248200923204422,0.31149113178253174,0.5269431471824646,1.1702255010604858,0,180
OK,187,15,0.8,fine,external_sample_0187.pt,15.699999809265137,0.05987260863184929,4.178343772888184,0.38571425846644813,-0.6025478273630143,0.8020577063927283,187,0.15833938121795654,0.2858407497406006,0.4217630922794342,0.6950770616531372,0.9853711724281311,0,180
OK,15,15,1.0,baseline,sample_0015.pt,15.699999809265137,0.059870000928640366,4.178339958190918,0.38571425846644813,-0.6025999814271927,0.8020553588867188,15,0.028025968000292778,0.05896342918276787,0.07629094272851944,0.10461092740297318,0.729496419429779,0,180
OK,188,15,1.25,coarse,external_sample_0188.pt,15.699999809265137,0.05987260863184929,4.178343772888184,0.38571425846644813,-0.6025478273630143,0.8020577063927283,188,0.16158267855644226,0.3545149266719818,0.471436083316803,0.8272948861122131,1.5874607563018799,0,180
OK,178,128,0.8,fine,external_sample_0178.pt,19.899999618530273,0.05226000025868416,4.326630115509033,0.9857142312186105,-0.7547999948263169,0.8933108403132513,178,0.23818641901016235,0.4266304671764374,0.7224244475364685,1.0112738609313965,5.427425384521484,0,180
OK,128,128,1.0,baseline,sample_0128.pt,19.899999618530273,0.05226000025868416,4.326630115509033,0.9857142312186105,-0.7547999948263169,0.8933108403132513,128,0.03862588107585907,0.09400787204504013,0.1034788116812706,0.16733644902706146,1.1757606267929077,0,180
OK,179,128,1.25,coarse,external_sample_0179.pt,19.899999618530273,0.05226000025868416,4.326630115509033,0.9857142312186105,-0.7547999948263169,0.8933108403132513,179,0.1920967847108841,0.38402059674263,0.586252748966217,1.0772020816802979,3.1603996753692627,0,180
