status,eval_sample_id,source_sample_id,mesh_size_mm,suite_label,cache_file,D_outer,t_over_D,R_over_D,D_outer_design_norm,t_over_D_design_norm,R_over_D_design_norm,sample_id,mean_free_mm,final_free_mean_mm,p95_free_mm,p99_free_mm,max_free_mm,nan_count,num_steps
OK,156,156,1.0,D_low,external_sample_0156.pt,5.5,0.07999999821186066,2.799999952316284,-1.0714285714285714,-0.2000000357627869,-0.04615387549767125,156,0.05244570970535278,0.08490153402090073,0.11792950332164764,0.14036591351032257,0.39370596408843994,0,180
OK,157,157,1.0,D_low,external_sample_0157.pt,5.699999809265137,0.11052999645471573,4.0,-1.0428571701049805,0.4105999290943143,0.6923076923076923,157,0.052827026695013046,0.08464247733354568,0.12084591388702393,0.13881130516529083,0.23399801552295685,0,180
OK,158,158,1.0,D_high,external_sample_0158.pt,20.5,0.05023999884724617,3.799999952316284,1.0714285714285716,-0.7952000230550766,0.5692307398869441,158,0.04579734802246094,0.11121080815792084,0.12035264819860458,0.1920367330312729,1.2119637727737427,0,180
OK,159,159,1.0,D_high,external_sample_0159.pt,21.0,0.05999999865889549,4.199999809265137,1.1428571428571428,-0.6000000268220902,0.815384498009315,159,0.04935256764292717,0.09914460778236389,0.11485349386930466,0.16792157292366028,1.2837390899658203,0,180
OK,162,162,1.0,tD_high,external_sample_0162.pt,7.0,0.1442900002002716,3.200000047683716,-0.8571428571428572,1.0858000040054319,0.2000000293438251,162,0.03798384964466095,0.06454590708017349,0.08469647914171219,0.1074809655547142,0.43375974893569946,0,180
OK,163,163,1.0,tD_high,external_sample_0163.pt,8.5,0.14940999448299408,4.0,-0.6428571428571428,1.1881998896598813,0.6923076923076923,163,0.038844894617795944,0.06981457024812698,0.08984270691871643,0.13183392584323883,0.5008203387260437,0,180
OK,166,166,1.0,RD_high,external_sample_0166.pt,12.0,0.05999999865889549,4.75,-0.1428571428571429,-0.6000000268220902,1.1538461538461537,166,0.037649381905794144,0.07304661720991135,0.11606036871671677,0.19243991374969482,0.61163330078125,0,180
OK,167,167,1.0,RD_high,external_sample_0167.pt,18.0,0.054999999701976776,4.800000190734863,0.7142857142857142,-0.7000000059604645,1.184615501990685,167,0.04100075736641884,0.09159333258867264,0.09596613049507141,0.17516866326332092,1.1824427843093872,0,180
OK,168,168,1.0,D_low+tD_high,external_sample_0168.pt,5.699999809265137,0.1456100046634674,4.0,-1.0428571701049805,1.1122000932693479,0.6923076923076923,168,0.043793607503175735,0.08219399303197861,0.10780349373817444,0.16158835589885712,0.2764710783958435,0,180
OK,169,169,1.0,D_low+RD_high,external_sample_0169.pt,5.699999809265137,0.08946999907493591,4.80702018737793,-1.0428571701049805,-0.010600018501281783,1.18893549992488,169,0.0366215780377388,0.07040614634752274,0.10093393921852112,0.13264702260494232,0.3780457079410553,0,180
OK,171,171,1.0,D_high+RD_high,external_sample_0171.pt,20.5,0.05511999875307083,4.800000190734863,1.0714285714285716,-0.6976000249385834,1.184615501990685,171,0.04764122888445854,0.14830522239208221,0.10551509261131287,0.170299232006073,1.676286220550537,0,180
OK,172,172,1.0,tD_high+RD_high,external_sample_0172.pt,8.0,0.15000000596046448,4.800000190734863,-0.7142857142857143,1.2000001192092893,1.184615501990685,172,0.03884080424904823,0.07873332500457764,0.10079771280288696,0.13975925743579865,0.45121505856513977,0,180
OK,180,180,1.0,D_high_mild,external_sample_0180.pt,20.100000381469727,0.06019899994134903,3.5,1.0142857687813893,-0.5960200011730195,0.3846153846153846,180,0.04667072370648384,0.08934777975082397,0.13220886886119843,0.20552445948123932,0.9497156739234924,0,180
OK,181,181,1.0,tD_high_mild,external_sample_0181.pt,9.199999809265137,0.13913042843341827,3.5,-0.5428571701049805,0.9826085686683652,0.3846153846153846,181,0.04100872576236725,0.06611665338277817,0.09399036318063736,0.13423900306224823,0.4975000321865082,0,180
OK,182,182,1.0,RD_high_mild,external_sample_0182.pt,12.0,0.07999999821186066,4.550000190734863,-0.1428571428571429,-0.2000000357627869,1.0307693481445312,182,0.035044871270656586,0.08228442817926407,0.09744422137737274,0.17452183365821838,0.6603410243988037,0,180
