timestamp, index, utilization.gpu [%], memory.used [MiB], memory.total [MiB]
2026/09/03 19:35:48.007, 0, 0 %, 1 MiB, 32607 MiB
2026/09/03 19:35:49.013, 0, 0 %, 1 MiB, 32607 MiB
2026/09/03 19:35:50.015, 0, 0 %, 1 MiB, 32607 MiB
2026/09/03 19:35:51.017, 0, 0 %, 1 MiB, 32607 MiB
2026/09/03 19:35:52.019, 0, 0 %, 1 MiB, 32607 MiB
2026/09/03 19:35:53.022, 0, 0 %, 1 MiB, 32607 MiB
2026/09/03 19:35:54.024, 0, 0 %, 1 MiB, 32607 MiB
2026/09/03 19:35:55.026, 0, 0 %, 1 MiB, 32607 MiB
2026/09/03 19:35:56.028, 0, 0 %, 4 MiB, 32607 MiB
2026/09/03 19:35:57.030, 0, 0 %, 4 MiB, 32607 MiB
2026/09/03 19:35:58.032, 0, 0 %, 4 MiB, 32607 MiB
2026/09/03 19:35:59.034, 0, 0 %, 4 MiB, 32607 MiB
2026/09/03 19:36:00.035, 0, 0 %, 4 MiB, 32607 MiB
2026/09/03 19:36:01.038, 0, 0 %, 4 MiB, 32607 MiB
2026/09/03 19:36:02.040, 0, 0 %, 4 MiB, 32607 MiB
2026/09/03 19:36:03.042, 0, 0 %, 4 MiB, 32607 MiB
2026/09/03 19:36:04.044, 0, 0 %, 4 MiB, 32607 MiB
2026/09/03 19:36:05.046, 0, 0 %, 4 MiB, 32607 MiB
2026/09/03 19:36:06.048, 0, 2 %, 514 MiB, 32607 MiB
2026/09/03 19:36:07.050, 0, 0 %, 514 MiB, 32607 MiB
2026/09/03 19:36:08.052, 0, 0 %, 600 MiB, 32607 MiB
2026/09/03 19:36:09.055, 0, 0 %, 6404 MiB, 32607 MiB
2026/09/03 19:36:10.057, 0, 0 %, 6416 MiB, 32607 MiB
2026/09/03 19:36:11.059, 0, 0 %, 6376 MiB, 32607 MiB
