timestamp, index, utilization.gpu [%], memory.used [MiB], memory.total [MiB]
2026/09/11 16:41:06.041, 0, 0 %, 0 MiB, 24564 MiB
2026/09/11 16:41:07.045, 0, 0 %, 0 MiB, 24564 MiB
2026/09/11 16:41:08.046, 0, 0 %, 0 MiB, 24564 MiB
2026/09/11 16:41:09.046, 0, 0 %, 0 MiB, 24564 MiB
2026/09/11 16:41:10.047, 0, 0 %, 0 MiB, 24564 MiB
2026/09/11 16:41:11.048, 0, 0 %, 0 MiB, 24564 MiB
2026/09/11 16:41:12.048, 0, 0 %, 0 MiB, 24564 MiB
2026/09/11 16:41:13.049, 0, 0 %, 3 MiB, 24564 MiB
2026/09/11 16:41:14.049, 0, 0 %, 3 MiB, 24564 MiB
2026/09/11 16:41:15.050, 0, 0 %, 3 MiB, 24564 MiB
2026/09/11 16:41:16.051, 0, 0 %, 3 MiB, 24564 MiB
2026/09/11 16:41:17.051, 0, 0 %, 3 MiB, 24564 MiB
2026/09/11 16:41:18.052, 0, 0 %, 3 MiB, 24564 MiB
2026/09/11 16:41:19.053, 0, 0 %, 3 MiB, 24564 MiB
2026/09/11 16:41:20.053, 0, 0 %, 3 MiB, 24564 MiB
2026/09/11 16:41:21.054, 0, 0 %, 3 MiB, 24564 MiB
2026/09/11 16:41:22.054, 0, 0 %, 3 MiB, 24564 MiB
2026/09/11 16:41:23.055, 0, 0 %, 3 MiB, 24564 MiB
2026/09/11 16:41:24.055, 0, 0 %, 3 MiB, 24564 MiB
2026/09/11 16:41:25.056, 0, 0 %, 3 MiB, 24564 MiB
2026/09/11 16:41:26.057, 0, 0 %, 3 MiB, 24564 MiB
2026/09/11 16:41:27.057, 0, 0 %, 13 MiB, 24564 MiB
2026/09/11 16:41:28.058, 0, 1 %, 419 MiB, 24564 MiB
2026/09/11 16:41:29.058, 0, 0 %, 559 MiB, 24564 MiB
2026/09/11 16:41:30.059, 0, 31 %, 2033 MiB, 24564 MiB
2026/09/11 16:41:31.060, 0, 79 %, 2033 MiB, 24564 MiB
2026/09/11 16:41:32.060, 0, 77 %, 2033 MiB, 24564 MiB
2026/09/11 16:41:33.061, 0, 77 %, 2033 MiB, 24564 MiB
2026/09/11 16:41:34.061, 0, 77 %, 2033 MiB, 24564 MiB
2026/09/11 16:41:35.062, 0, 77 %, 567 MiB, 24564 MiB
2026/09/11 16:41:36.063, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:41:37.063, 0, 0 %, 1113 MiB, 24564 MiB
2026/09/11 16:41:38.064, 0, 58 %, 1113 MiB, 24564 MiB
2026/09/11 16:41:39.064, 0, 55 %, 1113 MiB, 24564 MiB
2026/09/11 16:41:40.065, 0, 19 %, 811 MiB, 24564 MiB
2026/09/11 16:41:41.066, 0, 36 %, 833 MiB, 24564 MiB
2026/09/11 16:41:42.067, 0, 35 %, 567 MiB, 24564 MiB
2026/09/11 16:41:43.067, 0, 0 %, 6057 MiB, 24564 MiB
2026/09/11 16:41:44.068, 0, 95 %, 6057 MiB, 24564 MiB
2026/09/11 16:41:45.069, 0, 95 %, 6059 MiB, 24564 MiB
2026/09/11 16:41:46.069, 0, 96 %, 6059 MiB, 24564 MiB
2026/09/11 16:41:47.070, 0, 96 %, 6059 MiB, 24564 MiB
2026/09/11 16:41:48.071, 0, 95 %, 6059 MiB, 24564 MiB
2026/09/11 16:41:49.071, 0, 92 %, 6059 MiB, 24564 MiB
2026/09/11 16:41:50.072, 0, 95 %, 6059 MiB, 24564 MiB
2026/09/11 16:41:51.073, 0, 95 %, 6059 MiB, 24564 MiB
2026/09/11 16:41:52.073, 0, 95 %, 6059 MiB, 24564 MiB
2026/09/11 16:41:53.074, 0, 95 %, 6059 MiB, 24564 MiB
2026/09/11 16:41:54.074, 0, 95 %, 6059 MiB, 24564 MiB
2026/09/11 16:41:55.075, 0, 92 %, 6059 MiB, 24564 MiB
2026/09/11 16:41:56.075, 0, 94 %, 6059 MiB, 24564 MiB
2026/09/11 16:41:57.076, 0, 95 %, 6059 MiB, 24564 MiB
2026/09/11 16:41:58.077, 0, 91 %, 6059 MiB, 24564 MiB
2026/09/11 16:41:59.077, 0, 5 %, 567 MiB, 24564 MiB
2026/09/11 16:42:00.078, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:42:01.079, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:42:02.079, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:42:03.080, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:42:04.081, 0, 0 %, 2553 MiB, 24564 MiB
2026/09/11 16:42:05.081, 0, 90 %, 2575 MiB, 24564 MiB
2026/09/11 16:42:06.082, 0, 86 %, 2575 MiB, 24564 MiB
2026/09/11 16:42:07.082, 0, 85 %, 2575 MiB, 24564 MiB
2026/09/11 16:42:08.083, 0, 85 %, 2575 MiB, 24564 MiB
2026/09/11 16:42:09.084, 0, 87 %, 2575 MiB, 24564 MiB
2026/09/11 16:42:10.084, 0, 85 %, 2575 MiB, 24564 MiB
2026/09/11 16:42:11.085, 0, 58 %, 567 MiB, 24564 MiB
2026/09/11 16:42:12.086, 0, 72 %, 1557 MiB, 24564 MiB
2026/09/11 16:42:13.086, 0, 70 %, 1557 MiB, 24564 MiB
2026/09/11 16:42:14.087, 0, 72 %, 1557 MiB, 24564 MiB
2026/09/11 16:42:15.088, 0, 72 %, 1557 MiB, 24564 MiB
2026/09/11 16:42:16.088, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:42:17.089, 0, 0 %, 5777 MiB, 24564 MiB
2026/09/11 16:42:18.090, 0, 95 %, 5777 MiB, 24564 MiB
2026/09/11 16:42:19.090, 0, 91 %, 5777 MiB, 24564 MiB
2026/09/11 16:42:20.091, 0, 94 %, 5777 MiB, 24564 MiB
2026/09/11 16:42:21.091, 0, 94 %, 5777 MiB, 24564 MiB
2026/09/11 16:42:22.092, 0, 91 %, 5777 MiB, 24564 MiB
2026/09/11 16:42:23.092, 0, 95 %, 5777 MiB, 24564 MiB
2026/09/11 16:42:24.093, 0, 91 %, 5777 MiB, 24564 MiB
2026/09/11 16:42:25.094, 0, 95 %, 5777 MiB, 24564 MiB
2026/09/11 16:42:26.094, 0, 95 %, 5777 MiB, 24564 MiB
2026/09/11 16:42:27.095, 0, 91 %, 5777 MiB, 24564 MiB
2026/09/11 16:42:28.096, 0, 94 %, 5777 MiB, 24564 MiB
2026/09/11 16:42:29.096, 0, 95 %, 5777 MiB, 24564 MiB
2026/09/11 16:42:30.097, 0, 95 %, 5777 MiB, 24564 MiB
2026/09/11 16:42:31.098, 0, 95 %, 4917 MiB, 24564 MiB
2026/09/11 16:42:32.099, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:42:33.099, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:42:34.100, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:42:35.101, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:42:36.101, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:42:37.102, 0, 0 %, 2693 MiB, 24564 MiB
2026/09/11 16:42:38.103, 0, 90 %, 2693 MiB, 24564 MiB
2026/09/11 16:42:39.103, 0, 86 %, 2693 MiB, 24564 MiB
2026/09/11 16:42:40.104, 0, 90 %, 2693 MiB, 24564 MiB
2026/09/11 16:42:41.104, 0, 86 %, 2693 MiB, 24564 MiB
2026/09/11 16:42:42.105, 0, 85 %, 2693 MiB, 24564 MiB
2026/09/11 16:42:43.105, 0, 85 %, 2693 MiB, 24564 MiB
2026/09/11 16:42:44.106, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:42:45.107, 0, 72 %, 1455 MiB, 24564 MiB
2026/09/11 16:42:46.108, 0, 70 %, 1455 MiB, 24564 MiB
2026/09/11 16:42:47.108, 0, 70 %, 1455 MiB, 24564 MiB
2026/09/11 16:42:48.109, 0, 67 %, 567 MiB, 24564 MiB
2026/09/11 16:42:49.110, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:42:50.110, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:42:51.111, 0, 0 %, 9159 MiB, 24564 MiB
2026/09/11 16:42:52.112, 0, 96 %, 9179 MiB, 24564 MiB
2026/09/11 16:42:53.112, 0, 95 %, 9179 MiB, 24564 MiB
2026/09/11 16:42:54.113, 0, 100 %, 9181 MiB, 24564 MiB
2026/09/11 16:42:55.113, 0, 96 %, 9181 MiB, 24564 MiB
2026/09/11 16:42:56.114, 0, 96 %, 9181 MiB, 24564 MiB
2026/09/11 16:42:57.114, 0, 95 %, 9181 MiB, 24564 MiB
2026/09/11 16:42:58.115, 0, 95 %, 9181 MiB, 24564 MiB
2026/09/11 16:42:59.116, 0, 95 %, 9181 MiB, 24564 MiB
2026/09/11 16:43:00.116, 0, 96 %, 9181 MiB, 24564 MiB
2026/09/11 16:43:01.117, 0, 100 %, 9181 MiB, 24564 MiB
2026/09/11 16:43:02.117, 0, 96 %, 9181 MiB, 24564 MiB
2026/09/11 16:43:03.118, 0, 96 %, 9181 MiB, 24564 MiB
2026/09/11 16:43:04.119, 0, 96 %, 9181 MiB, 24564 MiB
2026/09/11 16:43:05.119, 0, 96 %, 9181 MiB, 24564 MiB
2026/09/11 16:43:06.120, 0, 98 %, 9181 MiB, 24564 MiB
2026/09/11 16:43:07.121, 0, 96 %, 9181 MiB, 24564 MiB
2026/09/11 16:43:08.121, 0, 96 %, 9181 MiB, 24564 MiB
2026/09/11 16:43:09.122, 0, 98 %, 9181 MiB, 24564 MiB
2026/09/11 16:43:10.123, 0, 95 %, 9181 MiB, 24564 MiB
2026/09/11 16:43:11.123, 0, 96 %, 9181 MiB, 24564 MiB
2026/09/11 16:43:12.124, 0, 95 %, 9181 MiB, 24564 MiB
2026/09/11 16:43:13.124, 0, 95 %, 9181 MiB, 24564 MiB
2026/09/11 16:43:14.125, 0, 0 %, 2061 MiB, 24564 MiB
2026/09/11 16:43:15.126, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:43:16.126, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:43:17.127, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:43:18.128, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:43:19.128, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:43:20.129, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:43:21.129, 0, 0 %, 3637 MiB, 24564 MiB
2026/09/11 16:43:22.130, 0, 90 %, 3677 MiB, 24564 MiB
2026/09/11 16:43:23.131, 0, 90 %, 3677 MiB, 24564 MiB
2026/09/11 16:43:24.131, 0, 91 %, 3677 MiB, 24564 MiB
2026/09/11 16:43:25.132, 0, 94 %, 3677 MiB, 24564 MiB
2026/09/11 16:43:26.133, 0, 89 %, 3677 MiB, 24564 MiB
2026/09/11 16:43:27.133, 0, 92 %, 3677 MiB, 24564 MiB
2026/09/11 16:43:28.134, 0, 90 %, 3677 MiB, 24564 MiB
2026/09/11 16:43:29.134, 0, 91 %, 3677 MiB, 24564 MiB
2026/09/11 16:43:30.135, 0, 90 %, 3677 MiB, 24564 MiB
2026/09/11 16:43:31.136, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:43:32.136, 0, 0 %, 2033 MiB, 24564 MiB
2026/09/11 16:43:33.137, 0, 83 %, 2033 MiB, 24564 MiB
2026/09/11 16:43:34.138, 0, 81 %, 2033 MiB, 24564 MiB
2026/09/11 16:43:35.138, 0, 82 %, 2035 MiB, 24564 MiB
2026/09/11 16:43:36.139, 0, 80 %, 2035 MiB, 24564 MiB
2026/09/11 16:43:37.140, 0, 80 %, 567 MiB, 24564 MiB
2026/09/11 16:43:38.140, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:43:39.141, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:43:40.141, 0, 0 %, 13931 MiB, 24564 MiB
2026/09/11 16:43:41.142, 0, 100 %, 14091 MiB, 24564 MiB
2026/09/11 16:43:42.142, 0, 96 %, 14091 MiB, 24564 MiB
2026/09/11 16:43:43.143, 0, 100 %, 14091 MiB, 24564 MiB
2026/09/11 16:43:44.143, 0, 96 %, 14091 MiB, 24564 MiB
2026/09/11 16:43:45.144, 0, 100 %, 14091 MiB, 24564 MiB
2026/09/11 16:43:46.145, 0, 96 %, 14091 MiB, 24564 MiB
2026/09/11 16:43:47.145, 0, 100 %, 14091 MiB, 24564 MiB
2026/09/11 16:43:48.146, 0, 100 %, 14091 MiB, 24564 MiB
2026/09/11 16:43:49.146, 0, 96 %, 14091 MiB, 24564 MiB
2026/09/11 16:43:50.147, 0, 100 %, 14091 MiB, 24564 MiB
2026/09/11 16:43:51.151, 0, 100 %, 14091 MiB, 24564 MiB
2026/09/11 16:43:52.153, 0, 96 %, 14091 MiB, 24564 MiB
2026/09/11 16:43:53.157, 0, 95 %, 14091 MiB, 24564 MiB
2026/09/11 16:43:54.159, 0, 96 %, 14091 MiB, 24564 MiB
2026/09/11 16:43:55.165, 0, 100 %, 14091 MiB, 24564 MiB
2026/09/11 16:43:56.168, 0, 100 %, 14091 MiB, 24564 MiB
2026/09/11 16:43:57.171, 0, 100 %, 14091 MiB, 24564 MiB
2026/09/11 16:43:58.173, 0, 99 %, 14091 MiB, 24564 MiB
2026/09/11 16:43:59.176, 0, 100 %, 14091 MiB, 24564 MiB
2026/09/11 16:44:00.179, 0, 100 %, 14091 MiB, 24564 MiB
2026/09/11 16:44:01.183, 0, 100 %, 14091 MiB, 24564 MiB
2026/09/11 16:44:02.186, 0, 100 %, 14091 MiB, 24564 MiB
2026/09/11 16:44:03.188, 0, 96 %, 14091 MiB, 24564 MiB
2026/09/11 16:44:04.191, 0, 96 %, 14091 MiB, 24564 MiB
2026/09/11 16:44:05.194, 0, 96 %, 14091 MiB, 24564 MiB
2026/09/11 16:44:06.197, 0, 100 %, 14091 MiB, 24564 MiB
2026/09/11 16:44:07.202, 0, 96 %, 14091 MiB, 24564 MiB
2026/09/11 16:44:08.205, 0, 100 %, 14091 MiB, 24564 MiB
2026/09/11 16:44:09.207, 0, 96 %, 14091 MiB, 24564 MiB
2026/09/11 16:44:10.210, 0, 100 %, 14091 MiB, 24564 MiB
2026/09/11 16:44:11.213, 0, 96 %, 14091 MiB, 24564 MiB
2026/09/11 16:44:12.220, 0, 96 %, 14091 MiB, 24564 MiB
2026/09/11 16:44:13.223, 0, 100 %, 14091 MiB, 24564 MiB
2026/09/11 16:44:14.227, 0, 100 %, 14091 MiB, 24564 MiB
2026/09/11 16:44:15.229, 0, 98 %, 14091 MiB, 24564 MiB
2026/09/11 16:44:16.233, 0, 98 %, 14091 MiB, 24564 MiB
2026/09/11 16:44:17.238, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:44:18.239, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:44:19.240, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:44:20.241, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:44:21.242, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:44:22.243, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:44:23.244, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:44:24.245, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:44:25.246, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:44:26.248, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:44:27.248, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:44:28.250, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:44:29.251, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:44:30.272, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:44:31.273, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:44:32.274, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:44:33.275, 0, 0 %, 6081 MiB, 24564 MiB
2026/09/11 16:44:34.278, 0, 95 %, 6081 MiB, 24564 MiB
2026/09/11 16:44:35.281, 0, 95 %, 6081 MiB, 24564 MiB
2026/09/11 16:44:36.284, 0, 95 %, 6081 MiB, 24564 MiB
2026/09/11 16:44:37.286, 0, 95 %, 6081 MiB, 24564 MiB
2026/09/11 16:44:38.293, 0, 95 %, 6081 MiB, 24564 MiB
2026/09/11 16:44:39.296, 0, 95 %, 6081 MiB, 24564 MiB
2026/09/11 16:44:40.299, 0, 92 %, 6081 MiB, 24564 MiB
2026/09/11 16:44:41.302, 0, 95 %, 6081 MiB, 24564 MiB
2026/09/11 16:44:42.305, 0, 95 %, 6081 MiB, 24564 MiB
2026/09/11 16:44:43.310, 0, 95 %, 6081 MiB, 24564 MiB
2026/09/11 16:44:44.313, 0, 94 %, 6081 MiB, 24564 MiB
2026/09/11 16:44:45.317, 0, 95 %, 6081 MiB, 24564 MiB
2026/09/11 16:44:46.319, 0, 95 %, 6081 MiB, 24564 MiB
2026/09/11 16:44:47.323, 0, 95 %, 6081 MiB, 24564 MiB
2026/09/11 16:44:48.329, 0, 91 %, 6081 MiB, 24564 MiB
2026/09/11 16:44:49.330, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:44:50.331, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:44:51.332, 0, 0 %, 2935 MiB, 24564 MiB
2026/09/11 16:44:52.334, 0, 90 %, 2935 MiB, 24564 MiB
2026/09/11 16:44:53.337, 0, 87 %, 2935 MiB, 24564 MiB
2026/09/11 16:44:54.340, 0, 90 %, 2935 MiB, 24564 MiB
2026/09/11 16:44:55.346, 0, 86 %, 2935 MiB, 24564 MiB
2026/09/11 16:44:56.349, 0, 90 %, 2935 MiB, 24564 MiB
2026/09/11 16:44:57.352, 0, 90 %, 2935 MiB, 24564 MiB
2026/09/11 16:44:58.356, 0, 85 %, 2935 MiB, 24564 MiB
2026/09/11 16:44:59.357, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:45:00.358, 0, 0 %, 567 MiB, 24564 MiB
2026/09/11 16:45:01.359, 0, 0 %, 567 MiB, 24564 MiB
