mean_free_mm,final_free_mm,p95_free_mm,p99_free_mm,max_free_mm,max_pred_frame,max_free_local_index,rel_l2_pct,case,sample_id,method,ood_label
0.06527944654226303,0.09881843626499176,0.11079107969999313,0.14130055904388428,0.2762780487537384,180,642,0.14927598607975673,trajectory_bend_Base_TC4_sample_0169.npz,169,rom,D_low+RD_high
0.004514015279710293,0.0074987709522247314,0.016905030235648155,0.04504574090242386,0.18457496166229248,4,24464,0.006265116221122773,trajectory_bend_Base_TC4_sample_0171.npz,171,roundtrip,D_high+RD_high
0.03701496124267578,0.09947601705789566,0.1139487698674202,0.19886060059070587,0.7768976092338562,180,7343,0.03276893876653392,trajectory_bend_Base_TC4_sample_0171.npz,171,pod_oracle,D_high+RD_high
0.0557287372648716,0.16136163473129272,0.1676895171403885,0.22512444853782654,0.7568597793579102,180,7407,0.04483996443245517,trajectory_bend_Base_TC4_sample_0171.npz,171,rom,D_high+RD_high
0.00278349407017231,0.0038576521910727024,0.009408441372215748,0.019405998289585114,0.06409800797700882,4,3818,0.008187287447302025,trajectory_bend_Base_TC4_sample_0172.npz,172,roundtrip,tD_high+RD_high
0.019362719729542732,0.05543424189090729,0.05450113117694855,0.08494625240564346,0.32182756066322327,180,1168,0.04175103352486869,trajectory_bend_Base_TC4_sample_0172.npz,172,pod_oracle,tD_high+RD_high
0.06979035586118698,0.12705202400684357,0.16986100375652313,0.2044040858745575,0.30692270398139954,180,1192,0.1264608664968863,trajectory_bend_Base_TC4_sample_0172.npz,172,rom,tD_high+RD_high
0.005296207033097744,0.00771733932197094,0.018865706399083138,0.05154913663864136,0.19070757925510406,5,18599,0.00998415078749248,trajectory_bend_Base_TC4_sample_0180.npz,180,roundtrip,D_high_mild
0.03395720571279526,0.048842091113328934,0.10065426677465439,0.1782955527305603,0.37525224685668945,13,17969,0.040923164056568505,trajectory_bend_Base_TC4_sample_0180.npz,180,pod_oracle,D_high_mild
0.07238628715276718,0.092425636947155,0.17025025188922882,0.24259546399116516,0.42147424817085266,13,17970,0.07071189868806152,trajectory_bend_Base_TC4_sample_0180.npz,180,rom,D_high_mild
0.0031105480156838894,0.004654534161090851,0.010769548825919628,0.019383076578378677,0.07931328564882278,58,3095,0.010337850220119746,trajectory_bend_Base_TC4_sample_0181.npz,181,roundtrip,tD_high_mild
0.025234656408429146,0.040373142808675766,0.06548789143562317,0.08698718249797821,0.18700054287910461,157,1471,0.05715244265022613,trajectory_bend_Base_TC4_sample_0181.npz,181,pod_oracle,tD_high_mild
0.09653984755277634,0.10371483117341995,0.1588200032711029,0.19524864852428436,0.31416788697242737,120,2079,0.18967238807964235,trajectory_bend_Base_TC4_sample_0181.npz,181,rom,tD_high_mild
0.0027441740967333317,0.00436644209548831,0.01112635899335146,0.02188042178750038,0.10453104227781296,7,8179,0.00618362384937473,trajectory_bend_Base_TC4_sample_0182.npz,182,roundtrip,RD_high_mild
0.019786719232797623,0.048683203756809235,0.058109723031520844,0.09901708364486694,0.3046530783176422,180,2650,0.030047736802761082,trajectory_bend_Base_TC4_sample_0182.npz,182,pod_oracle,RD_high_mild
0.03574686497449875,0.06719323992729187,0.09197642654180527,0.14566093683242798,0.27732083201408386,180,2648,0.04814222019573654,trajectory_bend_Base_TC4_sample_0182.npz,182,rom,RD_high_mild
