mesh_size_mm,num_cases,nodes_mean,mesh_edges_per_node_mean,mesh_degree_tube_mean,mesh_len_mm_mean,mesh_zlen_abs_p95_mean,mesh_outside_train_range_frac_mean,world_edges_per_node_mean,world_degree_tube_mean,world_len_mm_mean,world_zlen_abs_p95_mean,world_outside_train_range_frac_mean
0.8,5,65445.6,2.420397724038575,7.978985214233399,0.9598797082901,1.9857302904129028,0.500439178943634,15.766794500872962,31.968111877441405,1.4940340948104858,3.681570806503296,0.8911011624336242
1.0,5,42130.4,2.3735358485716134,7.97344741821289,1.2079988718032837,1.0568459510803223,0.0,8.29771670934653,15.088235321044921,1.461718430519104,3.7758516120910643,0.8405982065200805
1.25,5,27029.8,2.345485499825812,7.966886806488037,1.5130628108978272,2.737540626525879,0.941470456123352,4.971240226703847,8.460875377655029,1.4172288656234742,3.8218335056304933,0.8718949389457703
