mean_free_mm,final_free_mm,p95_free_mm,p99_free_mm,max_free_mm,max_pred_frame,max_free_local_index,rel_l2_pct,case,sample_id,method,ood_label
0.7339616417884827,1.4273802042007446,1.4060564041137695,1.6663175821304321,3.023834228515625,180,732,1.7505866739078786,trajectory_bend_Base_TC4_sample_0169.npz,169,rom,D_low+RD_high
0.024055752903223038,0.05206084996461868,0.09212297946214676,0.13684368133544922,0.19835878908634186,180,23598,0.024917445661081453,trajectory_bend_Base_TC4_sample_0171.npz,171,roundtrip,D_high+RD_high
0.07749402523040771,0.2478482574224472,0.20572936534881592,0.29537534713745117,1.1218693256378174,180,7329,0.06255468810334663,trajectory_bend_Base_TC4_sample_0171.npz,171,pod_oracle,D_high+RD_high
0.4113536477088928,0.8665559887886047,0.968140184879303,1.155674695968628,1.8007843494415283,180,6446,0.29319455516376464,trajectory_bend_Base_TC4_sample_0171.npz,171,rom,D_high+RD_high
0.014315817505121231,0.03187038376927376,0.05860414728522301,0.09061329066753387,0.12945933640003204,180,3594,0.03840922641592645,trajectory_bend_Base_TC4_sample_0172.npz,172,roundtrip,tD_high+RD_high
0.058933936059474945,0.18705332279205322,0.14861969649791718,0.20647412538528442,0.6882217526435852,180,1173,0.11354509276299514,trajectory_bend_Base_TC4_sample_0172.npz,172,pod_oracle,tD_high+RD_high
1.11707603931427,1.832030177116394,2.0552377700805664,2.428123950958252,2.8641161918640137,172,3693,1.9089470030466589,trajectory_bend_Base_TC4_sample_0172.npz,172,rom,tD_high+RD_high
0.021484708413481712,0.04628963768482208,0.08736596256494522,0.12921588122844696,0.1896512508392334,158,18630,0.0318623263864247,trajectory_bend_Base_TC4_sample_0180.npz,180,roundtrip,D_high_mild
0.05823241174221039,0.10586823523044586,0.15933339297771454,0.21253538131713867,0.4058408737182617,19,17151,0.06265876592455609,trajectory_bend_Base_TC4_sample_0180.npz,180,pod_oracle,D_high_mild
0.15216480195522308,0.24811315536499023,0.3335176706314087,0.4048987030982971,0.6203862428665161,180,18790,0.14746564742420015,trajectory_bend_Base_TC4_sample_0180.npz,180,rom,D_high_mild
0.013708796352148056,0.03071136772632599,0.058379121124744415,0.08629315346479416,0.11718570441007614,180,3788,0.04459591851271104,trajectory_bend_Base_TC4_sample_0181.npz,181,roundtrip,tD_high_mild
0.04286954924464226,0.08464322239160538,0.11263006180524826,0.14927895367145538,0.2274755835533142,180,1949,0.09730222728179973,trajectory_bend_Base_TC4_sample_0181.npz,181,pod_oracle,tD_high_mild
0.4802544116973877,0.681293785572052,1.075441598892212,1.453752040863037,2.1382012367248535,177,3994,1.011752346329487,trajectory_bend_Base_TC4_sample_0181.npz,181,rom,tD_high_mild
0.015630967915058136,0.03492531552910805,0.06308843195438385,0.0950106605887413,0.13420723378658295,180,7894,0.029752717714798156,trajectory_bend_Base_TC4_sample_0182.npz,182,roundtrip,RD_high_mild
0.038504403084516525,0.11663205921649933,0.10312459617853165,0.14298534393310547,0.454362690448761,180,2488,0.05497235244929132,trajectory_bend_Base_TC4_sample_0182.npz,182,pod_oracle,RD_high_mild
0.1539146602153778,0.22336794435977936,0.413887619972229,0.5262413024902344,0.657716691493988,161,6795,0.21020530574305543,trajectory_bend_Base_TC4_sample_0182.npz,182,rom,RD_high_mild
